506499	మేమంతా విసుగు పుట్టించేలా సుదీర్ఘ ప్రసంగం చేశాడు.	282893	He made such a long speech that we all got bored.
506500	చెడిపోయిన పిల్లలను సంతృప్తి పరచడం లేదు.	29206	There is no satisfying spoiled children.
506503	ఆమె ఒక డజను గుడ్లు కొనుగోలు చేసింది.	317388	She bought a dozen eggs.
506504	కిటికీ బయట శబ్దం వల్ల అతనికి నిద్ర పట్టలేదు.	400147	He couldn't sleep because of the noise outside his window.
506508	ఎవరూ నాకు సహాయం చేయలేరు.	40350	No one can help me.
506511	నేను ఆ గుర్రం మీద పది డాలర్లు పందెం కట్టాను.	252961	I bet ten dollars on that horse.
506513	అభ్యర్థికి ఓటేశాం.	23192	We voted for the candidate.
506516	అభ్యర్థికి ఓటేశాం.	23192	We voted for the candidate.
506518	ఆయన తన వాగ్దానాన్ని నిలబెట్టుకుంటారని నాకు నమ్మకం ఉంది.	260155	I am confident he will keep his promise.
506521	మీ నిశ్చితార్థానికి నేను మిమ్మల్ని అభినందిస్తున్నాను.	240203	Let me congratulate you on your engagement.
506524	నాకు గిటార్ కావాలి.	63403	I want a guitar.
506525	ఒక్కరోజుకి సరిపోతుంది.	358167	Enough for one day.
506527	అతను ఎంత అదృష్టవంతుడో!	291570	What a lucky person he is!
506529	వర్షానికి భయపడి కిటికీ మూసేశాడు.	26989	He closed the window for fear of rain.
506530	నేను పేదవాడిని, నా సోదరులు చాలా ధనవంతులు.	261474	I am poor, whereas my brothers are very rich.
506531	అతను చనిపోతాడని నేను భయపడ్డాను.	260066	I was afraid he might die.
506533	అతను రోడ్డు దాటడం చూశాను.	260129	I saw him crossing the road.
506534	నేను నాస్తికుడిని.	379739	I'm an atheist.
506534	నాకు దేవుడి మీద నమ్మకం లేదు.	506536	I don't believe in God.
506537	మీరు మీ స్వంతంగా జీవించడం ఎలా ఇష్టపడతారు?	34654	How do you like living on your own?
506538	పర్వతం మంచుతో కప్పబడి ఉంది.	47709	The mountain is covered with snow.
506539	వారు జూకి వెళ్లారు.	307242	They went to the zoo.
506540	ఈరోజు దుకాణం తెరవలేదు.	44879	The store is not open today.
506541	ఈరోజు దుకాణం తెరవలేదు.	44879	The store is not open today.
506542	స్వింగ్ పైకి క్రిందికి కదులుతోంది.	34189	The swing is moving up and down.
506543	నేను దానిని జోక్‌గా చెప్పాను.	42846	I meant it as a joke.
506544	నేను దానిని జోక్‌గా చెప్పాను.	42846	I meant it as a joke.
506546	ఆమె చాలా కాలం జీవించింది.	315868	She lived a long life.
506547	దేశంలో అవినీతి రహితం చేస్తామని కొత్త ప్రభుత్వం హామీ ఇచ్చింది.	269198	The new government promised to rid the country of corruption.
506548	నేను ప్రతి ఆదివారం నా గదిని శుభ్రం చేస్తాను.	259846	I clean up my room every Sunday.
506550	మేము సాధారణంగా 7:30 గంటలకు అల్పాహారం తీసుకుంటాము.	248282	We usually have breakfast at 7:30.
506551	ఆపిల్ చెట్లు చాలా బాగా సెట్ చేయబడ్డాయి.	49731	The apple trees set very well.
506552	మిమ్మల్ని కలవడం ఆనందంగా ఉంది.	499617	Nice to meet you.
506553	అతను ఇంగ్లీష్ మాట్లాడలేడు, చాలా తక్కువ ఫ్రెంచ్.	294056	He can't speak English, much less French.
506554	అతను తన కొడుకుకు పెద్ద సంపదను మిగిల్చాడు.	300971	He left a large fortune to his son.
506555	ఈ యాపిల్ రుచి పుల్లగా ఉంటుంది, కాదా?	60353	This apple tastes sour, doesn't it?
506556	మంచం వేయడానికి మీరు ఎవరినైనా పంపగలరా?	33957	Could you send someone up to make the bed?
506559	మేము తొందరపడ్డాము.	248575	We were in a hurry.
506560	మీరు మళ్ళీ దానిలో ఉన్నారు.	274151	You are at it again.
506562	ఒక్కోసారి నేను అతనిని అర్థం చేసుకోలేను.	285309	At times I can't understand him.
506565	చిరునవ్వుతో నా భుజం తట్టాడు.	292319	He patted me on the shoulder with a smile.
506567	కుక్క నాది.	493294	The dog is mine.
506568	మనం చేసే పని ఒక్కరోజులో చేయలేం.	47668	We cannot do the work in a day.
506570	అతని విజయం ప్రశ్నార్థకం కాదు.	286933	His success is out of question.
506571	ఆమెకు చాలా మంది పరిచయస్తులు ఉన్నారు, కానీ స్నేహితులు లేరు.	308790	She had plenty of acquaintances, but no friends.
506572	చిరునవ్వు వెనుక తన బాధను దాచుకున్నాడు.	303033	He hid his sadness behind a smile.
506574	ఈ యంత్రం విద్యుత్తుతో నడపబడుతుంది.	59785	This machine is driven by electricity.
506575	నా టెలిఫోన్ సరిగా లేదు.	251541	My telephone is out of order.
509318	అతను తన వైఫల్యాన్ని దురదృష్టానికి ఆపాదించాడు.	298755	He ascribes his failure to bad luck.
509321	మీరు దేని కోసం ఎదురు చూస్తున్నారో చెప్పండి.	71497	Tell me what you are looking forward to.
509324	ఈ వార్త విని ఆమె కన్నీరుమున్నీరైంది.	311129	She burst into tears when she heard the news.
509328	ఆ పుస్తకాలు మీవి కాదా?	397326	Those books aren't yours?
509329	నా ప్రాణాన్ని పణంగా పెట్టి ఆమెకు సహాయం చేయాలని నిర్ణయించుకున్నాను.	253174	I was determined to help her at the risk of my life.
509333	ఈ టై నా సూట్‌తో సరిపోదు.	60729	This tie doesn't go with my suit.
509335	అతనికి నా సోదరితో నిశ్చితార్థం జరిగింది.	497284	He is engaged to my sister.
509337	మీ పరీక్ష ఫలితాలు అద్భుతంగా ఉన్నాయి.	17113	Your examination results are excellent.
509340	మేము ప్రపంచ శాంతి కోసం ఆత్రుతగా ఉన్నాము.	22869	We are anxious for world peace.
509343	నా ఆశయాలను నెరవేర్చుకోవడానికి చాలా మంది నన్ను ప్రోత్సహించారు.	478210	Many people encouraged me to fulfill my ambitions.
509344	గోల్ఫ్ అంటే అందరికీ ఇష్టమే అనిపిస్తుంది.	40404	It seems that everybody likes golf.
509347	అప్పటి నుండి నేను అతనిని చూడలేదు.	254441	I have not seen him since then.
509348	రుచి ఎలా ఉంటుంది?	322650	How about the taste?
509349	ఇది ఈ దేశానికే ప్రత్యేకమైన మొక్క.	55931	This is a plant unique to this country.
509351	నన్ను క్షమించండి, మా నాన్న బయట ఉన్నారు.	71930	I'm sorry, my father is out.
509354	నా హాబీ నాణేలు సేకరించడం.	251129	My hobby is collecting coins.
509358	ఈ సందర్భంగా కూల్ హెడ్ కావాలి.	50514	The occasion demands a cool head.
509359	అతనికి పొడవాటి కాళ్ళు ఉన్నాయి.	287067	He has long legs.
509361	మేము ఒక వారంలో పంపిణీ చేస్తాము.	509382	We can deliver within a week.
509363	ఆమె పాఠశాలకు వెళ్ళడానికి చాలా చిన్నది.	317330	She is too young to go to school.
509365	అన్నీ తానే చేసింది.	312253	She did it all by herself.
509366	గ్రీకులు తరచుగా చేపలను కూడా తింటారు.	63109	Greeks often eat fish, too.
509368	మీరు భోజనం కోసం ఏమి కోరుకుంటున్నారు?	324627	What would you like for supper?
509370	అనారోగ్యంతో ఉన్న మీ తల్లిని మీరు జాగ్రత్తగా చూసుకోవాలి.	9587	You should take care of your sick mother.
509372	కారు వేగ పరిమితిని మించిపోయింది.	46821	The car is exceeding the speed limit.
509374	మా నాన్న సాధారణంగా ఆరు గంటలకు ఇంటికి వస్తారు.	251629	My father usually comes home at six.
509375	నువ్వు నిన్ననే రావాలి.	244680	You should have come yesterday.
509376	ఇతర రోజుకి ధన్యవాదాలు.	273101	Thank you for the other day.
509377	నా సోదరుడు తరచుగా రాత్రంతా మేల్కొని ఉండేవాడు.	237861	My brother would often stay up all night.
509378	ఒకేసారి ప్రారంభించండి మరియు మీరు పాఠశాలకు వెళ్ళే సమయానికి చేరుకుంటారు.	52074	Start at once, and you will be in time for school.
509386	ధన్యవాదాలు!	374827	Thank you!
509387	ధన్యవాదాలు!	374827	Thank you!
509966	పోలీసు అయ్యాడు.	400537	He became a policeman.
509966	పోలీసు అధికారి అయ్యాడు.	509969	He became a police officer.
509968	పోలీసు అయ్యాడు.	400537	He became a policeman.
509974	అతను ఎప్పటికీ తిరిగి రాలేడనే అభిప్రాయం నాకు ఉంది.	295846	I am of the opinion that he will never come back.
509975	అనారోగ్యం కారణంగా ఆమె పాఠశాలకు వెళ్లలేకపోతోంది.	316693	She cannot attend school on account of illness.
509976	నేను ఒకటి కొనాలి.	73098	I must buy one.
509979	అతను నిన్నగాక మొన్న పార్శిల్ పంపాడు.	299569	He sent out the parcel the day before yesterday.
509980	మేము స్కేటింగ్ ఆనందించాము.	248027	We enjoyed skating.
509983	సమయం గడిచేకొద్దీ ఆమెకు బాధ తగ్గింది.	263858	She felt less sad as time passed.
509985	క్షమించండి, ఈ సీటు తీసుకున్నారా?	51498	Excuse me, is this seat taken?
509987	పొద్దున్నే లేవడం ఆరోగ్యానికి మంచిది.	274055	Early rising is good for the health.
509988	తాజా కూరగాయలు ఆరోగ్యాన్ని మెరుగుపరుస్తాయి.	269336	Fresh vegetables promote health.
509990	మన ఆరోగ్యాన్ని కోల్పోయే వరకు దాని నిజమైన విలువను మనం గుర్తించలేము.	238977	It is not till we lose our health that we realize its true value.
509992	మీ ఆరోగ్యం గురించి మేమంతా ఆత్రుతగా ఉన్నాము.	247162	We are all anxious about your health.
509994	మన పర్యావరణాన్ని కలుషితం చేయకుండా మన వంతు కృషి చేయాలి.	21021	We ought to do our best not to pollute our environment.
509998	అక్కడికి చేరుకోవడానికి ఎంత సమయం పడుతుంది?	50865	How long will it take to get there?
510004	ఎక్కువ వేతనాలు ఇవ్వకపోవడంతో వారు సమ్మెకు దిగారు.	283200	When he would not give them higher pay, they went on strike.
510007	అతను పొద్దున్నే లేవలేదు.	300825	He did not get up early.
510008	నిన్న నీటి సరఫరా నిలిచిపోయింది.	244623	The water was cut off yesterday.
510010	జనాభా పెరుగుతోంది.	270349	The population is increasing.
510011	జనాభా పెరుగుతోంది.	270349	The population is increasing.
510014	నేను అతనిని సంప్రదించడానికి అనేకసార్లు ప్రయత్నించాను.	256443	I have tried innumerable times to contact him.
510015	నా స్నేహితుని ద్వారా నీ పేరు పొందాను.	324333	I have got your name from my friend.
510016	తన సమాధిని తానే తవ్వుకుంటున్నాడు.	264418	He is digging his own grave.
510017	నన్ను డబ్బు అడగడం వల్ల ప్రయోజనం లేదు.	250099	It is no use asking me for money.
510228	రేపు పొద్దున్నే లేవాల్సిందేనా?	323039	Do we have to get up early tomorrow morning?
510229	అతను నాకు ఎలా రాయాలో నేర్పించాడు.	297643	He taught me how to write.
510231	పది నిమిషాలు టీ డ్రా చేయనివ్వండి.	59348	Let the tea draw for ten minutes.
510232	ఇది నా బ్యాగ్.	55628	This is my bag.
510233	కెన్ ఇంకా కారు కడగలేదు.	238897	Ken has not washed the car yet.
510234	అతను ఇంగ్లీష్ నేర్చుకోవడం ప్రారంభించాడు.	294027	He began to learn English.
510235	నా సోదరి తన గదిని ఎప్పుడూ శుభ్రంగా ఉంచుతుంది.	245569	My sister always keeps her room clean.
510237	శాస్త్రీయ సంగీతం నా కప్పు టీ కాదు.	62940	Classical music is not my cup of tea.
510238	కేట్‌కు జలుబు ఉంది.	62675	Kate has a cold.
510239	నేను మా అమ్మ పాత్రలు కడగడానికి సహాయం చేసాను.	261675	I helped my mother wash the dishes.
510240	ఆమె ఒంటరిగా అపార్ట్‌మెంట్‌లో నివసిస్తోంది.	312551	She lives in an apartment alone.
510242	తలుపు తెరిచి ఉంచవద్దు.	38996	Don't leave the door open.
510244	ఒకరు పొడుగ్గా, మరొకరు పొట్టిగా ఉన్నారు.	27204	One is tall and the other is short.
510245	అతను అరబిక్ మాట్లాడతాడు.	435004	He speaks Arabic.
510247	నేను త్వరగా లేచాను, తద్వారా నేను మొదటి రైలును పట్టుకోగలిగాను.	259163	I got up early, so that I could catch the first train.
510251	దానితో పోలిస్తే ఈ కారు బెటర్.	58737	This car is better as compared with that one.
510252	నా కారు నడవడం లేదు.	251085	My car is not running.
510253	మీరు సమావేశానికి హాజరు కావాలి.	16240	You should have attended the meeting.
510254	ఆందోళన వల్ల నిన్న రాత్రి నిద్ర పోయింది.	269031	Worrying deprived me of sleep last night.
510256	పదాన్ని ఎలా ఉచ్చరించాలో నాకు తెలియదు.	45462	I am not sure how to pronounce the word.
510257	అన్నీ ఇష్టానుసారంగా చేయగలిగాడు.	294249	He was able to do everything at will.
510258	దారిలో షవర్‌లో చిక్కుకున్నారు.	307222	They were caught in a shower on the way.
510259	ఈ సీజన్‌లో ఆహారం సులభంగా చెడిపోతుంది.	59774	Food goes bad easily in this season.
510261	ఇప్పుడు వారికి ముగ్గురు పిల్లలు.	305516	Now they have three children.
510262	నేను ఆమెను మళ్ళీ చూశాను.	308876	I saw her again.
510263	ఇంట్లో దెయ్యాలంటారు.	49406	The house is said to be haunted.
510264	అతనికి ఈత తెలియదు.	510265	He doesn't know how to swim.
510267	నాకు సంతోషం కలుగుతోంది.	66727	I'm getting happy.
510268	అతను కీర్తి మరియు సంపదను కోరుకుంటాడు.	304042	He seeks fame and wealth.
510269	మనం ఒకరినొకరు అర్థం చేసుకోవడానికి ప్రయత్నించాలి.	247923	We should try to understand one another.
510270	ఆ రోజుల్లో మంచి ఉద్యోగం రావడం చాలా సులభం కాదు.	279903	In those days it was far from easy to come by a good job.
510271	పిల్లలు తోటలో ఆడుకుంటున్నారు.	246076	The children are at play in the garden.
510272	నా దగ్గర ఉన్న డబ్బు అతనికి ఇచ్చాను.	260409	I gave him what money I had.
510273	నాకు ఆకలిగా ఉంది!	404096	I'm hungry!
510274	విమానాశ్రయం ఎక్కడ ఉంది?	403053	Where's the airport?
510275	ఈ డెస్క్ చెక్కతో తయారు చేయబడింది.	59842	This desk is made of wood.
510276	మీరు పిల్లలపై ఒక కన్ను వేయాలి.	47559	You must keep an eye on the child.
510277	మేము ఆట నియమాలకు కట్టుబడి ఉండాలి.	22947	We must abide by the rules of the game.
510278	మీకు టిక్కెట్లు ఏమైనా మిగిలి ఉన్నాయా?	40231	Do you have any tickets left?
510279	నాకు జ్వరం వచ్చినట్లుంది.	38381	I seem to have a fever.
510280	నువ్వు నన్ను క్షమించాలి.	38489	You must forgive me.
510281	నువ్వు నన్ను క్షమించాలి.	38489	You must forgive me.
510282	కొద్ది మంది మాత్రమే అతని మాట విన్నారు.	33052	Only a few people listened to him.
510283	కోడి దాదాపు ప్రతిరోజూ గుడ్డు పెడుతుంది.	49845	The hen lays an egg almost every day.
510284	మీరు ఏమి చేస్తున్నారు?	376075	What were you doing?
511169	ఈ పుస్తకం దానికంటే పాతది.	57064	This book is older than that one.
511170	ఈ కేక్‌ను ఎవరు తయారు చేశారు?	276190	Who made this cake?
511171	ఈ పైరు ఎవరు తయారు చేసారు?	276192	Who made this pie?
511173	నా సామాను బూట్‌లో ఉంది.	456437	My luggage is in the boot.
511174	అతను వచ్చే వరకు దయచేసి ఇక్కడ వేచి ఉండండి.	391968	Please wait here until he comes.
511175	ఎలాంటి మద్యం తాగవద్దు.	67306	Don't drink any alcohol.
511177	ధనవంతుడని తెలుస్తోంది.	295530	It seems that he is rich.
511178	దయచేసి ఐదు నిమిషాలు వేచి ఉండండి.	72479	Please wait for five minutes.
511703	ఆమెకు ఆంగ్ల పదాల గొప్ప పదజాలం ఉంది.	312669	She has a rich vocabulary of English words.
511704	మీరు ఒక విషయం చెప్పి, దానికి విరుద్ధంగా ప్రవర్తించండి.	70312	You say one thing and then act just the opposite.
511705	ఆదివారం వారంలో చివరి రోజు.	281873	Sunday is the last day of the week.
511706	ఒకరినొకరు ద్వేషించుకున్నారు.	280931	They hated each other.
511707	మీ సమాధానాలు ఎప్పుడూ తప్పు అని నేను అనడం లేదు.	70440	I'm not saying that your answers are always wrong.
511708	ఇది రెండు వారాల్లో దానంతట అదే వెళ్లిపోతుంది.	72856	It will go away by itself in two weeks.
511709	మేము అతనిని మా హీరోగా పరిగణిస్తాము.	249275	We regard him as our hero.
511710	ఫోటోకాపియర్ కోసం మన దగ్గర పేపర్ అయిపోయింది.	319864	We've run out of paper for the photocopier.
511711	వసంత ఎండలో గడ్డి మీద కూర్చోవడం చాలా బాగుంది.	266944	It was so nice to sit on the grass in the spring sun.
511712	అలా చేయడం నాకు తేలికైంది.	246486	It was easy for me to do so.
511713	ఈ కంప్యూటర్‌ని ఎలా ఆపరేట్ చేయాలో నాకు తెలియదు.	253513	I don't know how to operate this computer.
511714	పక్కింటి శ్వేత తల్లికి చదవడం ఇష్టం.	325939	Mother White next door likes reading.
511715	మరమ్మతు కింద రోడ్డు.	73586	Road under Repair.
511716	నాకు ఆకలిగా ఉంది!	404096	I'm hungry!
511716	నాకు ఆకలిగా ఉంది.	409602	I am hungry.
511717	నాకు వేసవి అంటే ఇష్టం లేదు.	252224	I don't like summer.
511718	ఓ, లేదు! మాకు గ్యాస్ అయిపోతోంది.	72150	Oh, no! We're running out of gas.
511719	మీరు మరింత నెమ్మదిగా మాట్లాడగలరా?	434474	Could you speak more slowly?
511720	నేను అతనిని ఇంతకు ముందు చూశానని ఖచ్చితంగా అనుకుంటున్నాను.	21704	I'm sure I've seen him before.
511721	మేము మా టీని చక్కెరతో తాగుతాము.	490841	We drink our tea with sugar.
511721	మేము మా టీని చక్కెరతో తీసుకుంటాము.	490843	We take our tea with sugar.
511722	మేము మా టీలో చక్కెర వేస్తాము.	490842	We put sugar in our tea.
511723	మేము మా టీని చక్కెరతో తాగుతాము.	490841	We drink our tea with sugar.
511725	మనం ఇచ్చిన మాట నిలబెట్టుకోవాలి.	28751	We should keep our promise.
511726	వీలునామా చేయకుండానే చనిపోయాడు.	28124	He died without having made a will.
511727	రేపు ఉదయం ఈ ఊరు విడిచి వెళ్లాలని నిర్ణయించుకున్నాము.	249417	We have decided on leaving this town tomorrow morning.
511730	నేను నా వేలును కత్తిరించాను.	246249	I just cut my finger.
511731	గంటల తరబడి మాట్లాడుకుంటూ వెళ్లారు.	306234	They went on talking for hours.
511733	నాకు ఒక సమస్య ఉంది.	370588	I have a problem.
511734	అలాంటి ప్రేమగల తల్లిదండ్రులు మీకు లభించడం మీ అదృష్టం.	66935	You are fortunate to have such loving parents.
511735	నేను అతనిని చాలా కాలంగా చూడలేదు.	19847	I haven't seen him for a long time.
511736	నిన్న కిటికీ పగలగొట్టింది టామ్.	244627	It was Tom that broke the window yesterday.
511738	నీ ప్రణాళిక గురించి నాకు తెలియలేదు.	252828	I was ignorant of your plan.
511740	నేను నా తప్పును అంగీకరిస్తున్నాను.	258278	I admit my mistake.
511741	మీ దగ్గర అన్నం ఉందా?	54336	Do you have rice?
511742	మీరు 10 గంటలకు తిరిగి రావాలి.	73427	You must be back by 10 o'clock.
511743	ఇంగ్లీషు బోధన అతని వృత్తి.	26219	Teaching English is his profession.
511744	నేను తిరిగి వస్తాను.	261982	I'll come back.
511745	అతను మాకు స్వాగతం పలికాడు.	294548	He bade us welcome.
511746	పిచ్చివాడు తన చర్యలకు జవాబుదారీ కాదు.	270272	A madman is not accountable for his actions.
511747	ఆయన ఆకస్మిక మరణ వార్త విని నేను ఆశ్చర్యపోయాను.	260734	I was surprised at the news of his sudden death.
511748	మీరు లోపల మీ చొక్కా ధరించి ఉన్నారు.	70045	You are wearing your shirt inside out.
511749	మీరు లోపల మీ చొక్కా ధరించి ఉన్నారు.	70045	You are wearing your shirt inside out.
511750	పొలంలో గొర్రెలను మేపుకునే మనిషిని ఏమంటారు?	274280	What do you call a man who takes care of sheep in the field?
511751	రా! నేను మీకు ఉత్తమంగా చేస్తాను.	54213	Come on! I will best you.
511751	రా! ఓటమి రుచి చూపిస్తాను.	2573012	Come on! I will show you the taste of defeat.
511752	నేను కొన్ని ప్రశ్నలు అడగవచ్చా?	73014	May I ask a few questions?
511753	మధ్యాహ్నానికి షూటింగ్ మొదలైంది.	238485	The shooting started around noon.
511754	మీరు అతనికి ఏమీ చెప్పలేదా?	1820	You didn't tell him anything?
511755	రేడియో పవర్ ఆఫ్ చేయబడింది.	336049	The radio is powered off.
511756	నేనూ నీలాగే పొడుగ్గా ఉన్నాను.	252720	I'm as tall as you.
511757	అతను నన్ను క్షమించమని అడిగాడు.	297813	He asked my pardon.
511758	అతను ఎందుకు చేసాడో నాకు తెలుసు.	292255	I know why he did it.
511759	ఆమె నా డబ్బు తిరిగి ఇవ్వలేదు.	456681	She didn't give me my money back.
513977	నేను మీ కళ్ళలోకి లాగబడుతున్నాను.	70430	I feel like I'm being drawn into your eyes.
513980	మీ దగ్గర ఎన్ని పుస్తకాలు ఉన్నాయి?	16254	How many books do you have?
513996	న్యాయం ఖరీదైనది.	1867	Justice is expensive.
513998	అతని తాత వయస్సు ఎంత?	285275	How old might his grandfather be?
514003	ఆమె ప్రవర్తనను చిన్నపిల్లలా చూసేవారు.	307440	They looked on her behavior as childish.
514006	ఆమె ప్రవర్తనను చిన్నపిల్లలా చూసేవారు.	307440	They looked on her behavior as childish.
514009	నేను అతని తర్వాత విచారించాను.	307821	I inquired after him.
514011	నేను నా హోంవర్క్‌లో బిజీగా ఉన్నాను.	258541	I'm busy with my homework.
514016	భూమిపై సూర్యుని ప్రభావం లేనిదేదీ లేదు.	58272	There is nothing on earth that is not affected by the sun.
514019	భూమిపై సూర్యుని ప్రభావం లేనిదేదీ లేదు.	58272	There is nothing on earth that is not affected by the sun.
514023	ఇది నాకు ఆసక్తికరంగా అనిపిస్తుంది.	1423	It seems interesting to me.
514025	ఇది నాకు ఆసక్తికరంగా అనిపిస్తుంది.	1423	It seems interesting to me.
514027	శత్రువు దగ్గరికి రాడు.	426617	The enemy won't get close.
514030	నేను సోమరితనం చేసినందుకు సిగ్గుపడుతున్నాను.	259303	I am ashamed of having been lazy.
514032	ఆమె పాడటం ప్రారంభించింది.	312881	She began to sing.
514033	మీ దగ్గు ధూమపానం యొక్క పరిణామం.	63261	Your cough is the consequence of smoking.
514036	ప్రతి ఒక్కరికి తన స్వేచ్ఛను అనుభవించే హక్కు ఉంది.	276549	Everyone has a right to enjoy his liberty.
514037	ప్రతి ఇంటికి తోట ఉండేది.	37543	Every house had a garden.
514038	ఓ దేవుడా!	8110392	Oh, my God!
514041	పోలీసులను చూసిన వెంటనే అతడు పారిపోయాడు.	48479	The instant he saw the policeman, he ran away.
514042	నేను ఆమె కబుర్లతో విసిగిపోయాను.	310579	I'm fed up with her chatter.
514044	పజిల్ పరిష్కారానికి సమయం అవసరం లేదు.	50013	The solution of the puzzle required no time.
514047	ఇది రోడికా యొక్క ఐదవ పుస్తకం.	408089	This was Rodica's fifth book.
514051	ఇది నాది, అది నీది.	56145	This is mine, and that's yours.
514053	గాయపడిన వ్యక్తిని ఈ దుప్పటితో కప్పండి.	22288	Cover up the injured man with this blanket.
514054	నేను ఆమెకు సహాయం చేయాలని భావించాను.	394644	I felt that I should help her.
514056	అతను ఇంకా లేఖ రాయలేదు.	292862	He hasn't written the letter yet.
514057	మరొక మార్గం ఉండాలి.	25033	There must be another way.
514059	నేను మీ హోంవర్క్‌లో మీకు సహాయం చేయాలనుకుంటున్నాను.	252850	I want to help you with your homework.
514062	నేను అతనితో చాలా కాలంగా టచ్‌లో లేను.	259516	I haven't got in touch with him for a long time.
514064	నేను అతనితో చాలా కాలంగా టచ్‌లో లేను.	259516	I haven't got in touch with him for a long time.
514069	మేము నదిని ఈదగలిగాము.	262877	We managed to swim across the river.
514071	యుద్ధం ప్రకటించడానికి కారణం ఖచ్చితంగా తెలియదు.	273146	The reason for declaring war is not certain.
514074	నేను బార్సిలోనాలో 23 మార్చి 1969న జన్మించాను.	437091	I was born on 23 March 1969 in Barcelona.
514076	మేము ఇంటికి వెళ్తున్నాము.	24224	We're goin' home.
514077	మేము ఇంటికి వెళ్తున్నాము.	430024	We're going home.
514078	మీరు అతని వయస్సును పరిగణనలోకి తీసుకోవాలి.	15806	You must take his age into account.
514079	అతను తేలికగా లొంగిపోయే వ్యక్తి కాదు.	294941	He is not the sort of guy who gives in easily.
514080	నేను రాలేని పక్షంలో, ముందుగా మీకు కాల్ చేస్తాను.	411259	In case I can't come, I'll give you a call beforehand.
514082	మీతో కోపం తెచ్చుకోవడానికి అతనికి అన్ని కారణాలు ఉన్నాయి.	282884	He has every reason for getting angry with you.
514085	నేను మిమ్మల్ని డిస్టర్బ్ చేసి ఉంటే క్షమించండి.	64436	I am sorry if I disturbed you.
514088	నేను చాలా బిజీగా ఉన్నానన్న విషయాన్ని ఆయన ఎప్పుడూ పరిగణనలోకి తీసుకోరు.	303731	He never takes into account the fact that I am very busy.
514089	అలా చేయమని చెప్పారా?	70010	Were you told to do so?
514091	ఈ టోపీ గోధుమ రంగు దుస్తులకు సరిపోతుంది.	57118	This hat does match the brown dress.
514092	నాకు చరిత్రపై ఆసక్తి ఉంది.	262259	I'm interested in history.
514093	వృద్ధ రైతు అతనికి ఎక్కువ డబ్బు చెల్లించలేదు.	44533	The old farmer did not pay him much money.
514096	పని చేయడానికి ఎక్కువ సమయం పట్టదు.	47606	It won't take long to do the job.
514097	మీరు దీన్ని సులభంగా చేయవచ్చు.	18074	You can do this with ease.
514099	అతను త్వరలో కోలుకుంటాడు.	392170	He'll get well soon.
514101	నేను నా కుక్కను పెంపుడు స్మశానవాటికలో పాతిపెట్టాను.	6048	I buried my dog at the pet cemetery.
514103	అనే ప్రశ్నకు జాన్ సమాధానం చెప్పడు.	52692	John will not answer the question.
514104	అతను ఆమెను మళ్ళీ కలుసుకోకూడదని నిర్ణయించుకున్నాడు.	288496	He was destined never to meet her again.
514105	ఇవ్వకండి.	319434	Don't give in.
514106	కుక్క రాత్రంతా మొరుగుతూనే ఉంది.	48282	The dog kept barking all night.
514107	అతను మాకు బాగా తెలుసు.	297413	He knows us very well.
514108	నాకు చల్లగా అనిపిస్తుంది. కిటికీ మూసేయడం మీకు అభ్యంతరమా?	21133	I feel cold. Do you mind closing the window?
514110	వీలైనన్ని ఎక్కువ పుస్తకాలు చదవండి.	497986	Read as many books as possible.
514111	ధూమపానం ఆరోగ్యానికి ప్రమాదకరం.	40657	Smoking is dangerous to health.
514112	అతను తప్పులు చేయడానికి భయపడతాడు.	294958	He is afraid of making mistakes.
514113	డబ్బుల కోసం అతని ఆఫీసు మూతపడుతుంది.	286531	His office is going to be shut down for want of money.
514114	ఆయన గురించి ముసలివాడిలా ఎందుకు మాట్లాడతారు?	69806	Why do you talk about him as if he were an old man?
514115	సమయం త్వరగా గడిచిపోతుంది.	263904	Time goes by quickly.
514117	నేను ఇంకో టవల్ తెస్తాను.	35404	I'll bring one more towel.
514118	మీకు ఆకలిగా ఉంటే, మీరు రొట్టె తినవచ్చు.	64958	If you are hungry, you can eat the bread.
514119	నాన్న పవర్ కంపెనీలో పనిచేస్తున్నారు.	319307	My father works for a power company.
514121	ఆమె చెప్పేది వింతగా అనిపిస్తుంది.	309242	What she says sounds strange.
514123	ఆమె చాలా సేపు నా వైపు చూసింది.	315850	She gazed at me for a long time.
514125	ఎట్టి పరిస్థితుల్లోనూ మీరు ఈరోజు బయటకు వెళ్లకూడదు.	63122	On no account must you go out today.
514127	మేము సరస్సు పక్కన ఉన్న హోటల్‌లో బస చేశాము.	23193	We stayed at a hotel by the lake.
514128	నీ అమాయకత్వం గురించి నాకు పూర్తిగా నమ్మకం ఉంది.	257121	I am fully convinced of your innocence.
514129	మీరు స్పానిష్ మాట్లాడాలని నేను కోరుకుంటున్నాను.	398260	I wish you spoke Spanish.
514130	నేను ఒక పెద్ద నగరంలో నివసిస్తున్నాను.	259357	I live in a big city.
514131	అతన్ని నా సేవకునిగా చేసుకున్నాను.	260930	I made him my servant.
514132	మా ఇంట్లో ఉపయోగించని రెండు గదులున్నాయి.	247434	We have two unused rooms in our house.
514133	ఆమెకు కథ ముందే తెలుసు.	313115	She knew the story already.
514134	బేకరీలో పనిచేసే అమ్మాయి ముద్దుగా ఉంది.	493935	The girl who works at the bakery is cute.
